id,product_id,image_url,alt_text,is_primary,sort_order
84,71,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADWGpCbxjcrhmUy9cvMtW5mW48kPVCAAJLD2sbNU8RUjS0Pqw8ia9pAQADAgADeAADPAQ,,true,0
85,72,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADWWpCcEX5b4MpzB-a3f4ksdUIjHrDAAJND2sbNU8RUmDttYwp3ZsEAQADAgADeAADPAQ,,true,0
86,73,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADWmpCcTaWAbv9kj0TdIr2JgJeDg9KAAJPD2sbNU8RUqEFsr2hVu9bAQADAgADbQADPAQ,,true,0
87,74,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADQ2pCVmEMto61oE7RdwX6psVS8RVvAAIiD2sbNU8RUtk3U_N3Kd1pAQADAgADeAADPAQ,,true,0
88,75,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADXGpCcuIMFHhpKDPaOZtMtFbAEAlTAAJWD2sbNU8RUmVXiCuRQUK8AQADAgADeQADPAQ,,true,0
89,76,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADXWpCdH7cYF3YjPyobKLhGB6oMHe3AAJ6D2sbNU8RUuDIT-Qbo5ENAQADAgADeAADPAQ,,true,0
90,76,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADXmpCdH81mcbhZqE3ZPdLoDUkq06ZAAJ7D2sbNU8RUst52o_CpyAQAQADAgADeAADPAQ,,false,1
91,77,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADX2pCdtRey8zcGF8gnwvxC-yMgZRkAAJ8D2sbNU8RUmWCsZx7BMr7AQADAgADeQADPAQ,,true,0
92,78,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADYGpCeYmatTVQWoKxSEeLA-B0WCmOAAKBD2sbNU8RUhKnlP9bVsLVAQADAgADdwADPAQ,,true,0
93,78,https://liyu-kids-mart.vercel.app/media/AgACAgQAAyEGAAMBBKoeyQADYWpCeYkSuI4kmgJyyyXZKcYO0qnlAAKCD2sbNU8RUoEYgNQMgx7pAQADAgADdwADPAQ,,false,1
